# generlized Kondo-Heisenberg model
# Jh/U=0.25 n=1/2 L=36 Delta/t=2.0
# Local density of states at Fermi level
# U/W, site/L, LDOS
      
2.3 -5.0000000000000003E-002 0.583801
2.3 -4.8000000000000001E-002 0.781726
2.3 -4.5999999999999999E-002 0.603131
2.3 -4.3999999999999997E-002 0.594706
2.3 -4.2000000000000003E-002 0.613849
2.3 -4.0000000000000001E-002 0.624628
2.3 -3.7999999999999999E-002 0.679024
2.3 -3.5999999999999997E-002 0.759368
2.3 -3.4000000000000002E-002 0.856405
2.3 -3.2000000000000001E-002 1.02242
2.3 -2.9999999999999999E-002 1.21705
2.3 -2.8000000000000001E-002 1.46126
2.3 -2.5999999999999999E-002 1.54341
2.3 -2.4000000000000000E-002 1.58712
2.3 -2.1999999999999999E-002 1.76173
2.3 -2.0000000000000000E-002 2.0388
2.3 -1.7999999999999999E-002 2.52674
2.3 -1.6000000000000000E-002 3.18987
2.3 -1.4000000000000000E-002 4.2336
2.3 -1.2000000000000000E-002 5.64883
2.3 -1.0000000000000000E-002 7.41162
2.3 -8.0000000000000002E-003 9.81469
2.3 -6.0000000000000001E-003 14.3699
2.3 -4.0000000000000001E-003 21.464
2.3 -2.0000000000000000E-003 30.6999
2.3 0.0000000000000000 35.0856
2.3 2.0000000000000000E-003 28.498
2.3 4.0000000000000001E-003 19.6171
2.3 6.0000000000000001E-003 13.5922
2.3 8.0000000000000002E-003 9.59719
2.3 1.0000000000000000E-002 6.84999
2.3 1.2000000000000000E-002 5.93648
2.3 1.4000000000000000E-002 5.01623
2.3 1.6000000000000000E-002 4.36157
2.3 1.7999999999999999E-002 3.18696
2.3 2.0000000000000000E-002 2.47125
2.3 2.1999999999999999E-002 2.09692
2.3 2.4000000000000000E-002 1.86795
2.3 2.5999999999999999E-002 1.6421
2.3 2.8000000000000001E-002 1.7888
2.3 2.9999999999999999E-002 2.08748
2.3 3.2000000000000001E-002 1.8666
2.3 3.4000000000000002E-002 1.53386
2.3 3.5999999999999997E-002 1.29204
2.3 3.7999999999999999E-002 1.02767
2.3 4.0000000000000001E-002 0.871748
2.3 4.2000000000000003E-002 0.801792
2.3 4.3999999999999997E-002 0.850078
2.3 4.5999999999999999E-002 0.895581
2.3 4.8000000000000001E-002 0.833842
2.3 5.0000000000000003E-002 1.23854
      
2.4 -5.0000000000000003E-002 0.527932
2.4 -4.8000000000000001E-002 0.458938
2.4 -4.5999999999999999E-002 0.525215
2.4 -4.3999999999999997E-002 0.454144
2.4 -4.2000000000000003E-002 0.490828
2.4 -4.0000000000000001E-002 0.519741
2.4 -3.7999999999999999E-002 0.578802
2.4 -3.5999999999999997E-002 0.7209
2.4 -3.4000000000000002E-002 0.791057
2.4 -3.2000000000000001E-002 0.934228
2.4 -2.9999999999999999E-002 1.09732
2.4 -2.8000000000000001E-002 1.25501
2.4 -2.5999999999999999E-002 1.33285
2.4 -2.4000000000000000E-002 1.38238
2.4 -2.1999999999999999E-002 1.48661
2.4 -2.0000000000000000E-002 1.78158
2.4 -1.7999999999999999E-002 2.20892
2.4 -1.6000000000000000E-002 2.77664
2.4 -1.4000000000000000E-002 3.60946
2.4 -1.2000000000000000E-002 4.76638
2.4 -1.0000000000000000E-002 6.37015
2.4 -8.0000000000000002E-003 8.55548
2.4 -6.0000000000000001E-003 12.5199
2.4 -4.0000000000000001E-003 18.9423
2.4 -2.0000000000000000E-003 27.3978
2.4 0.0000000000000000 32.0885
2.4 2.0000000000000000E-003 26.8521
2.4 4.0000000000000001E-003 18.4827
2.4 6.0000000000000001E-003 12.5973
2.4 8.0000000000000002E-003 8.82304
2.4 1.0000000000000000E-002 6.33518
2.4 1.2000000000000000E-002 5.17317
2.4 1.4000000000000000E-002 4.59734
2.4 1.6000000000000000E-002 3.86527
2.4 1.7999999999999999E-002 3.04096
2.4 2.0000000000000000E-002 2.4642
2.4 2.1999999999999999E-002 1.98636
2.4 2.4000000000000000E-002 1.72451
2.4 2.5999999999999999E-002 1.48815
2.4 2.8000000000000001E-002 1.27326
2.4 2.9999999999999999E-002 1.54814
2.4 3.2000000000000001E-002 1.15136
2.4 3.4000000000000002E-002 1.70219
2.4 3.5999999999999997E-002 1.51674
2.4 3.7999999999999999E-002 0.895965
2.4 4.0000000000000001E-002 0.824571
2.4 4.2000000000000003E-002 0.691329
2.4 4.3999999999999997E-002 0.686129
2.4 4.5999999999999999E-002 0.672491
2.4 4.8000000000000001E-002 0.650417
2.4 5.0000000000000003E-002 0.686868
      
2.5 -5.0000000000000003E-002 0.432793
2.5 -4.8000000000000001E-002 0.486002
2.5 -4.5999999999999999E-002 0.480098
2.5 -4.3999999999999997E-002 0.551154
2.5 -4.2000000000000003E-002 0.540981
2.5 -4.0000000000000001E-002 0.581074
2.5 -3.7999999999999999E-002 0.645778
2.5 -3.5999999999999997E-002 0.741387
2.5 -3.4000000000000002E-002 0.904557
2.5 -3.2000000000000001E-002 0.983737
2.5 -2.9999999999999999E-002 1.14699
2.5 -2.8000000000000001E-002 1.32884
2.5 -2.5999999999999999E-002 1.48079
2.5 -2.4000000000000000E-002 1.62384
2.5 -2.1999999999999999E-002 1.78484
2.5 -2.0000000000000000E-002 2.04869
2.5 -1.7999999999999999E-002 2.50985
2.5 -1.6000000000000000E-002 3.17084
2.5 -1.4000000000000000E-002 4.05108
2.5 -1.2000000000000000E-002 5.3981
2.5 -1.0000000000000000E-002 7.29122
2.5 -8.0000000000000002E-003 10.1575
2.5 -6.0000000000000001E-003 15.0106
2.5 -4.0000000000000001E-003 23.2986
2.5 -2.0000000000000000E-003 32.9437
2.5 0.0000000000000000 36.5196
2.5 2.0000000000000000E-003 31.423
2.5 4.0000000000000001E-003 22.1825
2.5 6.0000000000000001E-003 14.4819
2.5 8.0000000000000002E-003 9.82884
2.5 1.0000000000000000E-002 7.5361
2.5 1.2000000000000000E-002 5.98404
2.5 1.4000000000000000E-002 4.82887
2.5 1.6000000000000000E-002 3.90567
2.5 1.7999999999999999E-002 3.00013
2.5 2.0000000000000000E-002 2.3161
2.5 2.1999999999999999E-002 1.9699
2.5 2.4000000000000000E-002 1.71366
2.5 2.5999999999999999E-002 1.62628
2.5 2.8000000000000001E-002 1.72166
2.5 2.9999999999999999E-002 1.55871
2.5 3.2000000000000001E-002 1.42661
2.5 3.4000000000000002E-002 1.13782
2.5 3.5999999999999997E-002 0.885753
2.5 3.7999999999999999E-002 0.879717
2.5 4.0000000000000001E-002 0.748923
2.5 4.2000000000000003E-002 0.676737
2.5 4.3999999999999997E-002 0.633057
2.5 4.5999999999999999E-002 0.619327
2.5 4.8000000000000001E-002 0.594365
2.5 5.0000000000000003E-002 0.6571
      
2.6 -5.0000000000000003E-002 0.514446
2.6 -4.8000000000000001E-002 0.520222
2.6 -4.5999999999999999E-002 0.555807
2.6 -4.3999999999999997E-002 0.588846
2.6 -4.2000000000000003E-002 0.637933
2.6 -4.0000000000000001E-002 0.689714
2.6 -3.7999999999999999E-002 0.759282
2.6 -3.5999999999999997E-002 0.861538
2.6 -3.4000000000000002E-002 1.00452
2.6 -3.2000000000000001E-002 1.12382
2.6 -2.9999999999999999E-002 1.42936
2.6 -2.8000000000000001E-002 1.56208
2.6 -2.5999999999999999E-002 1.61003
2.6 -2.4000000000000000E-002 1.84834
2.6 -2.1999999999999999E-002 1.99928
2.6 -2.0000000000000000E-002 2.37861
2.6 -1.7999999999999999E-002 2.95264
2.6 -1.6000000000000000E-002 3.78689
2.6 -1.4000000000000000E-002 4.86027
2.6 -1.2000000000000000E-002 6.41474
2.6 -1.0000000000000000E-002 8.62361
2.6 -8.0000000000000002E-003 11.9988
2.6 -6.0000000000000001E-003 17.9986
2.6 -4.0000000000000001E-003 28.0138
2.6 -2.0000000000000000E-003 38.8731
2.6 0.0000000000000000 42.5151
2.6 2.0000000000000000E-003 37.3361
2.6 4.0000000000000001E-003 26.6434
2.6 6.0000000000000001E-003 17.6553
2.6 8.0000000000000002E-003 11.7442
2.6 1.0000000000000000E-002 8.72127
2.6 1.2000000000000000E-002 6.945
2.6 1.4000000000000000E-002 5.77377
2.6 1.6000000000000000E-002 4.60883
2.6 1.7999999999999999E-002 3.63113
2.6 2.0000000000000000E-002 3.17861
2.6 2.1999999999999999E-002 2.32055
2.6 2.4000000000000000E-002 2.0214
2.6 2.5999999999999999E-002 1.76928
2.6 2.8000000000000001E-002 1.74618
2.6 2.9999999999999999E-002 1.83746
2.6 3.2000000000000001E-002 1.80544
2.6 3.4000000000000002E-002 1.32212
2.6 3.5999999999999997E-002 1.00791
2.6 3.7999999999999999E-002 0.849279
2.6 4.0000000000000001E-002 0.804588
2.6 4.2000000000000003E-002 0.725572
2.6 4.3999999999999997E-002 0.682053
2.6 4.5999999999999999E-002 0.64391
2.6 4.8000000000000001E-002 0.622641
2.6 5.0000000000000003E-002 0.593575
      
2.8 -5.0000000000000003E-002 0.287125
2.8 -4.8000000000000001E-002 0.309342
2.8 -4.5999999999999999E-002 0.325319
2.8 -4.3999999999999997E-002 0.352367
2.8 -4.2000000000000003E-002 0.37553
2.8 -4.0000000000000001E-002 0.415041
2.8 -3.7999999999999999E-002 0.462311
2.8 -3.5999999999999997E-002 0.505951
2.8 -3.4000000000000002E-002 0.57332
2.8 -3.2000000000000001E-002 0.685008
2.8 -2.9999999999999999E-002 0.809665
2.8 -2.8000000000000001E-002 0.863333
2.8 -2.5999999999999999E-002 0.923287
2.8 -2.4000000000000000E-002 1.03421
2.8 -2.1999999999999999E-002 1.1988
2.8 -2.0000000000000000E-002 1.4552
2.8 -1.7999999999999999E-002 1.78547
2.8 -1.6000000000000000E-002 2.28958
2.8 -1.4000000000000000E-002 2.93368
2.8 -1.2000000000000000E-002 3.79115
2.8 -1.0000000000000000E-002 5.01964
2.8 -8.0000000000000002E-003 7.15434
2.8 -6.0000000000000001E-003 10.9864
2.8 -4.0000000000000001E-003 17.0548
2.8 -2.0000000000000000E-003 23.5362
2.8 0.0000000000000000 25.7841
2.8 2.0000000000000000E-003 23.4552
2.8 4.0000000000000001E-003 17.7346
2.8 6.0000000000000001E-003 12.0939
2.8 8.0000000000000002E-003 8.09129
2.8 1.0000000000000000E-002 6.17564
2.8 1.2000000000000000E-002 5.13615
2.8 1.4000000000000000E-002 4.85872
2.8 1.6000000000000000E-002 3.88061
2.8 1.7999999999999999E-002 2.57483
2.8 2.0000000000000000E-002 2.04234
2.8 2.1999999999999999E-002 1.66247
2.8 2.4000000000000000E-002 1.42246
2.8 2.5999999999999999E-002 1.55827
2.8 2.8000000000000001E-002 1.42931
2.8 2.9999999999999999E-002 0.910517
2.8 3.2000000000000001E-002 1.10939
2.8 3.4000000000000002E-002 0.909425
2.8 3.5999999999999997E-002 0.820218
2.8 3.7999999999999999E-002 0.6294
2.8 4.0000000000000001E-002 0.577021
2.8 4.2000000000000003E-002 0.52198
2.8 4.3999999999999997E-002 0.465606
2.8 4.5999999999999999E-002 0.444815
2.8 4.8000000000000001E-002 0.433771
2.8 5.0000000000000003E-002 0.414446
      
3 -5.0000000000000003E-002 0.348929
3 -4.8000000000000001E-002 0.372988
3 -4.5999999999999999E-002 0.398965
3 -4.3999999999999997E-002 0.430484
3 -4.2000000000000003E-002 0.467866
3 -4.0000000000000001E-002 0.516147
3 -3.7999999999999999E-002 0.563223
3 -3.5999999999999997E-002 0.621489
3 -3.4000000000000002E-002 0.712369
3 -3.2000000000000001E-002 0.830159
3 -2.9999999999999999E-002 0.917141
3 -2.8000000000000001E-002 1.01102
3 -2.5999999999999999E-002 1.13193
3 -2.4000000000000000E-002 1.30234
3 -2.1999999999999999E-002 1.54057
3 -2.0000000000000000E-002 1.86651
3 -1.7999999999999999E-002 2.30977
3 -1.6000000000000000E-002 2.93365
3 -1.4000000000000000E-002 3.84855
3 -1.2000000000000000E-002 5.13578
3 -1.0000000000000000E-002 7.28169
3 -8.0000000000000002E-003 10.8804
3 -6.0000000000000001E-003 17.1385
3 -4.0000000000000001E-003 25.589
3 -2.0000000000000000E-003 29.9242
3 0.0000000000000000 28.8339
3 2.0000000000000000E-003 27.5503
3 4.0000000000000001E-003 22.911
3 6.0000000000000001E-003 15.3709
3 8.0000000000000002E-003 10.1392
3 1.0000000000000000E-002 7.34731
3 1.2000000000000000E-002 5.58303
3 1.4000000000000000E-002 4.29965
3 1.6000000000000000E-002 3.25759
3 1.7999999999999999E-002 2.48566
3 2.0000000000000000E-002 1.99104
3 2.1999999999999999E-002 1.63381
3 2.4000000000000000E-002 1.39631
3 2.5999999999999999E-002 1.21224
3 2.8000000000000001E-002 1.25695
3 2.9999999999999999E-002 1.07512
3 3.2000000000000001E-002 0.901592
3 3.4000000000000002E-002 0.875979
3 3.5999999999999997E-002 0.707153
3 3.7999999999999999E-002 0.607236
3 4.0000000000000001E-002 0.550134
3 4.2000000000000003E-002 0.51133
3 4.3999999999999997E-002 0.47764
3 4.5999999999999999E-002 0.45013
3 4.8000000000000001E-002 0.427994
3 5.0000000000000003E-002 0.406898
