  0.5    3.053   3.016    2.990    3.010    2.989    2.985    3.040    3.005    2.942    3.026    # sdiag Q
  1.0    2.973   3.023    2.978    3.128    3.069    3.011    3.013    3.045    2.983    3.052    # sdiag Q
  1.5    3.031   3.090    3.026    3.077    3.066    3.016    3.201    3.112    3.057    3.109    # sdiag Q
  2.0    3.376   4.434    3.373    3.127    3.179    3.188    5.350    6.395    4.769    4.349    # sdiag Q
  2.5    7.396  10.680   43.559    3.682    9.486    5.795   53.950   10.722   26.248   16.852    # sdiag Q
