 0.5    3.022   2.979  3.024  3.017  2.978  3.060   3.065   2.929    3.032   2.997      # sdiag Q
 1.0    2.976   2.960  3.005  2.973  3.063  2.938   3.041   2.998    3.051   2.973      # sdiag Q
 1.5    3.026   3.112  3.003  3.084  2.977  2.993   3.012   2.962    2.971   3.100      # sdiag Q
 2.0    3.239   3.394  3.301  3.069  3.164  3.135   3.728   3.828    3.583   4.047      # sdiag Q
 2.5    5.487   8.661  9.716  3.601  6.469  4.764  67.628   7.784   24.798  14.202      # sdiag Q
 
