  0.5   16.17406  16.29289  16.12734  17.36579  16.68435  16.38885  15.66662  16.01959  15.77406  15.67619  # rdiag R
  1.0    9.62765   9.51780   8.72892  11.67056  10.14056   9.64274   8.63153   8.82799   8.66508   8.13924  # rdiag R
  1.5    4.93471   4.89455   4.80419   6.76857   5.49346   5.28651   4.27602   4.67178   4.37024   3.59340  # rdiag R
  2.0    2.40949   2.21870   2.09786   3.69655   2.79114   2.49024   2.00565   2.52070   1.81267   1.39516  # rdiag R
  2.5    1.07400   0.86515   0.76133   1.82784   1.56096   1.10200   1.00484   1.19926   0.66955   0.54934  # rdiag R
