  0.5   0.9697   0.9815   1.0078   0.9766   0.9834   1.0023   0.9712   0.9891   0.9723   0.9733   # rmtn  Y
  1.0   0.9778   1.0007   1.0041   0.9919   0.9603   1.0156   0.9821   0.9952   0.9946   1.0188   # rmtn  Y
  1.5   0.9953   0.9789   0.9860   1.0069   0.9918   0.9696   0.9429   0.9731   0.9566   0.9559   # rmtn  Y
  2.0   0.9120   0.8826   0.9203   0.9166   0.8781   0.9347   0.7438   0.6957   0.8079   0.9028   # rmtn  Y
  2.5   0.8478   0.7033   1.0002   0.8954   0.5078   0.9062   0.3286   0.4427   0.5220   0.9369   # rmtn  Y
