# x=0.1
 0.3  0.916667  i
 0.365  0.9  i
 0.445  0.9  i
 0.54  0.9  i
 0.66  0.9  i
 0.8  0.9  i
 0.975  0.9  i
 1.185  0.9  i
 1.445  0.9  i
 1.755  0.9  i
 1.95  0.9  i
 2.135  0.9  i
 2.37  0.9  i
 2.6  0.9  i
 2.89  0.9  i
 3.165  0.883333  i
 3.51  0.85  i
 3.85  0.816667  i
 4.27  0.783333  i
 4.685  0.75  i
 5.2  0.7  i
 5.7  0.65  i
 6.35  0.616667  i
 6.95  0.566667  i
 7.7  0.45  i
 8.45  0.2  i
 9.35  0.05  i
 10.25  0.0166667  i
 11.4  0  i
 12.5  0  i

# x=0.2
 0.3  0.816667  i
 0.365  0.8  i
 0.445  0.8  i
 0.54  0.8  i
 0.66  0.8  i
 0.8  0.8  i
 0.975  0.8  i
 1.185  0.8  i
 1.445  0.8  i
 1.755  0.8  i
 1.95  0.8  i
 2.135  0.8  i
 2.37  0.8  i
 2.6  0.8  i
 2.89  0.8  i
 3.165  0.8  i
 3.51  0.75  i
 3.85  0.683333  i
 4.27  0.6  i
 4.685  0.516667  i
 5.2  0.416667  i
 5.7  0.283333  i
 6.35  0  i
 6.95  0  i
 7.7  0  i
 8.45  0  i
 9.35  0  i
 10.25  0  i
 11.4  0  i
 12.5  0  i

# x=0.3
 0.3  0.716667  i
 0.365  0.7  i
 0.445  0.7  i
 0.54  0.7  i
 0.66  0.7  i
 0.8  0.7  i
 0.975  0.7  i
 1.185  0.7  i
 1.445  0.7  i
 1.755  0.7  i
 1.95  0.7  i
 2.135  0.7  i
 2.37  0.7  i
 2.6  0.7  i
 2.89  0.7  i
 3.165  0.7  i
 3.51  0.666667  i
 3.85  0.533333  i
 4.27  0.266667  i
 4.685  0  i
 5.2  0  i
 5.7  0  i
 6.35  0  i
 6.95  0  i
 7.7  0  i
 8.45  0  i
 9.35  0  i
 10.25  0  i
 11.4  0  i
 12.5  0  i

# x=0.4
 0.3  0.616667  i
 0.365  0.6  i
 0.445  0.6  i
 0.54  0.6  i
 0.66  0.6  i
 0.8  0.6  i
 0.975  0.6  i
 1.185  0.6  i
 1.445  0.6  i
 1.755  0.6  i
 1.95  0.6  i
 2.135  0.6  i
 2.37  0.6  i
 2.6  0.6  i
 2.89  0.6  i
 3.165  0.6  i
 3.51  0.6  i
 3.85  0  i
 4.27  0  i
 4.685  0  i
 5.2  0  i
 5.7  0  i
 6.35  0  i
 6.95  0  i
 7.7  0  i
 8.45  0  i
 9.35  0  i
 10.25  0  i
 11.4  0  i
 12.5  0  i

# x=0.5
 0.3  0.516667  i
 0.365  0.5  i
 0.445  0.5  i
 0.54  0.5  i
 0.66  0.5  i
 0.8  0.5  i
 0.975  0.5  i
 1.185  0.5  i
 1.445  0.5  i
 1.755  0.5  i
 1.95  0.5  i
 2.135  0.5  i
 2.37  0.5  i
 2.6  0.5  i
 2.89  0.5  i
 3.165  0.5  i
 3.51  0.5  i
 3.85  0.5  i
 4.27  0  i
 4.685  0  i
 5.2  0  i
 5.7  0  i
 6.35  0  i
 6.95  0  i
 7.7  0  i
 8.45  0  i
 9.35  0  i
 10.25  0  i
 11.4  0  i
 12.5  0  i

