# generlized Kondo-Heisenberg model
# U/W=2 Jh/U=0.25 n=1/2 L=36 Delta/t=2.0
# Local density of states
# site, frequency, hole LDOS, electron LDOS
           1  -1.7999999999999999E-002   1.8454349999999999       0.99146299999999998     
           1  -1.6000000000000000E-002   2.5142150000000001        1.2096270000000000     
           1  -1.4000000000000000E-002   3.4018310000000000        1.5105900000000001     
           1  -1.2000000000000000E-002   4.5006269999999997        1.9415380000000000     
           1  -1.0000000000000000E-002   5.6006600000000004        2.5879379999999998     
           1  -8.0000000000000002E-003   7.1340450000000004        3.6138300000000001     
           1  -6.0000000000000001E-003   9.7392850000000006        5.3435610000000002     
           1  -4.0000000000000001E-003   12.688347000000000        8.4160260000000005     
           1  -2.0000000000000000E-003   15.464896000000000        13.684832999999999     
           1   0.0000000000000000        15.969859000000000        19.679250000000000     
           1   2.0000000000000000E-003   11.794591000000000        20.185606000000000     
           1   4.0000000000000001E-003   7.3410460000000004        15.507777000000001     
           1   6.0000000000000001E-003   4.6334669999999996        11.185900999999999     
           1   8.0000000000000002E-003   3.1133000000000002        7.8046049999999996     
           1   1.0000000000000000E-002   2.2172420000000002        6.0112610000000002     
           1   1.2000000000000000E-002   1.6542190000000001        4.8440979999999998     
           1   1.4000000000000000E-002   1.2803690000000001        4.4415300000000002     
           1   1.6000000000000000E-002   1.0204500000000001        3.5568480000000000     
           1   1.7999999999999999E-002  0.83280600000000005        2.6926180000000000     
           1   2.0000000000000000E-002  0.69303199999999998        2.1751070000000001     
           1   2.1999999999999999E-002  0.58609500000000003        1.7978600000000000     
           1   2.4000000000000000E-002  0.50246900000000005        1.6274830000000000     
           1   2.5999999999999999E-002  0.43582900000000002        1.5023100000000000     
           1   2.8000000000000001E-002  0.38184499999999999        1.8083800000000001     
           1   2.9999999999999999E-002  0.33748600000000001        1.8415159999999999     
           1   3.2000000000000001E-002  0.30059799999999998        1.7127140000000001     
           1   3.4000000000000002E-002  0.26956999999999998        1.3831899999999999     
           1   3.5999999999999997E-002  0.24323400000000001        1.4478200000000001     
           1   3.7999999999999999E-002  0.22068299999999999       0.95494100000000004     
           1   4.0000000000000001E-002  0.20122100000000001        1.0145040000000001     
           1   4.2000000000000003E-002  0.18430500000000000        1.0802480000000001     
           1   4.3999999999999997E-002  0.16950899999999999        1.1673230000000001     
           1   4.5999999999999999E-002  0.15648699999999999        1.1033219999999999     
           1   4.8000000000000001E-002  0.14496300000000001        1.7167939999999999     
           1   5.0000000000000003E-002  0.13471300000000000        1.4893390000000000     
           1   5.1999999999999998E-002  0.12555600000000000        1.9698059999999999     
           1   5.3999999999999999E-002  0.11733600000000000        1.3302820000000000     
           1   5.6000000000000001E-002  0.10993300000000000        1.4293389999999999     
           1   5.8000000000000003E-002  0.10323700000000000        1.4670870000000000     
           1   5.9999999999999998E-002   9.7161999999999998E-002   1.2664530000000001     
           1   6.2000000000000000E-002   9.1633000000000006E-002   1.8112980000000001     
           1   6.4000000000000001E-002   8.6582999999999993E-002   1.6072839999999999     
           1   6.6000000000000003E-002   8.1960000000000005E-002   1.9853479999999999     
           1   6.8000000000000005E-002   7.7715999999999993E-002   1.6794240000000000     
           1   7.0000000000000007E-002   7.3810000000000001E-002  0.97792599999999996     
           1   7.1999999999999995E-002   7.0205000000000004E-002   1.0448900000000001     
           1   7.3999999999999996E-002   6.6873000000000002E-002  0.75793800000000000     
           1   7.5999999999999998E-002   6.3784999999999994E-002  0.64031899999999997     
           1   7.8000000000000000E-002   6.0918000000000000E-002  0.61309899999999995     
           1   8.0000000000000002E-002   5.8250999999999997E-002  0.56536799999999998     
           1   8.2000000000000003E-002   5.5765000000000002E-002  0.53334700000000002     
           1   8.4000000000000005E-002   5.3443999999999998E-002  0.76431899999999997     
           1   8.5999999999999993E-002   5.1272999999999999E-002   1.2569720000000000     
           1   8.7999999999999995E-002   4.9239999999999999E-002  0.72267099999999995     
           1   8.9999999999999997E-002   4.7333000000000000E-002  0.44604400000000000     
           1   9.1999999999999998E-002   4.5540999999999998E-002   1.1210050000000000     
           1   9.4000000000000000E-002   4.3854999999999998E-002   1.1519100000000000     
           1   9.6000000000000002E-002   4.2266999999999999E-002   1.2798000000000000     
           1   9.8000000000000004E-002   4.0769000000000000E-002   1.0958390000000000     
           1  0.10000000000000001        3.9355000000000001E-002  0.68258399999999997     
           1  0.10199999999999999        3.8017000000000002E-002  0.70232899999999998     
           1  0.10400000000000000        3.6750999999999999E-002   1.2170250000000000     
           1  0.10600000000000000        3.5552000000000000E-002  0.53055200000000002     
           1  0.10800000000000000        3.4414000000000000E-002  0.52560600000000002     
           1  0.11000000000000000        3.3333000000000002E-002  0.80897200000000002     
           1  0.11200000000000000        3.2306000000000001E-002  0.63138200000000000     
           1  0.11400000000000000        3.1329000000000003E-002  0.61759600000000003     
           1  0.11600000000000001        3.0398999999999999E-002  0.49681900000000001     
           1  0.11799999999999999        2.9512000000000000E-002  0.58159499999999997     
           1  0.12000000000000000        2.8666000000000001E-002  0.56169800000000003     
           1  0.12200000000000000        2.7858999999999998E-002   1.0173160000000001     
           1  0.12400000000000000        2.7087000000000000E-002  0.68786000000000003     
           1  0.12600000000000000        2.6349999999999998E-002   1.1948840000000001     
           1  0.12800000000000000        2.5644000000000000E-002  0.89864599999999994     
           1  0.13000000000000000        2.4969000000000002E-002  0.72414100000000003     
           1  0.13200000000000001        2.4320999999999999E-002  0.89233799999999996     
           1  0.13400000000000001        2.3699999999999999E-002   1.1172780000000000     
           1  0.13600000000000001        2.3105000000000001E-002   1.2970029999999999     
           1  0.13800000000000001        2.2533000000000001E-002   1.3817860000000000     
           1  0.14000000000000001        2.1984000000000000E-002   3.0143430000000002     
           1  0.14199999999999999        2.1455999999999999E-002   3.6872520000000000     
           1  0.14399999999999999        2.0948000000000001E-002   3.1346470000000002     
           1  0.14599999999999999        2.0459999999999999E-002   4.9159389999999998     
           1  0.14799999999999999        1.9989000000000000E-002   4.4306140000000003     
           1  0.14999999999999999        1.9536000000000001E-002   2.0455320000000001     
           1  0.15200000000000000        0.0000000000000000        3.2636229999999999     
           1  0.15400000000000000        0.0000000000000000        3.7824450000000001     
           1  0.15600000000000000        0.0000000000000000        1.1683660000000000     
           1  0.15800000000000000        0.0000000000000000       0.90113299999999996     
           1  0.16000000000000000        0.0000000000000000        2.4532780000000001     
           1  0.16200000000000001        0.0000000000000000        3.4895260000000001     
           1  0.16400000000000001        0.0000000000000000        2.0206460000000002     
           1  0.16600000000000001        0.0000000000000000        3.9721259999999998     
           1  0.16800000000000001        0.0000000000000000       0.90458700000000003     
           1  0.17000000000000001        0.0000000000000000        1.1312750000000000     
           1  0.17199999999999999        0.0000000000000000        2.6669200000000002     
           1  0.17399999999999999        0.0000000000000000        1.4297830000000000     
           1  0.17599999999999999        0.0000000000000000        1.8348789999999999     
           1  0.17799999999999999        0.0000000000000000        2.9786890000000001     
           1  0.17999999999999999        0.0000000000000000        6.4134270000000004     
           1  0.18200000000000000        0.0000000000000000        5.1414169999999997     
           1  0.18400000000000000        0.0000000000000000        3.6277759999999999     
           1  0.18600000000000000        0.0000000000000000        2.9795099999999999     
           1  0.18800000000000000        0.0000000000000000        2.8257710000000000     
           1  0.19000000000000000        0.0000000000000000       0.97858400000000001     
           1  0.19200000000000000        0.0000000000000000        5.3792900000000001     
           1  0.19400000000000001        0.0000000000000000        4.0845349999999998     
           1  0.19600000000000001        0.0000000000000000        1.3554740000000001     
           1  0.19800000000000001        0.0000000000000000        1.1549510000000001     
           1  0.20000000000000001        0.0000000000000000        2.3844310000000002     

           2 -0.20000000000000001        1.3033260000000000        0.0000000000000000     
           2 -0.19800000000000001       0.54260600000000003        0.0000000000000000     
           2 -0.19600000000000001        1.2225450000000000        0.0000000000000000     
           2 -0.19400000000000001        2.1312890000000002        0.0000000000000000     
           2 -0.19200000000000000        1.2067120000000000        0.0000000000000000     
           2 -0.19000000000000000        2.2492980000000000        0.0000000000000000     
           2 -0.18800000000000000       0.79972799999999999        0.0000000000000000     
           2 -0.18600000000000000        2.0782319999999999        0.0000000000000000     
           2 -0.18400000000000000        1.5918440000000000        0.0000000000000000     
           2 -0.18200000000000000        3.1542249999999998        0.0000000000000000     
           2 -0.17999999999999999        1.5957580000000000        0.0000000000000000     
           2 -0.17799999999999999       0.80716200000000005        0.0000000000000000     
           2 -0.17599999999999999        2.2629980000000001        0.0000000000000000     
           2 -0.17399999999999999       0.96114299999999997        0.0000000000000000     
           2 -0.17199999999999999       0.73607900000000004        0.0000000000000000     
           2 -0.17000000000000001        2.2824890000000000        0.0000000000000000     
           2 -0.16800000000000001       0.84603399999999995        0.0000000000000000     
           2 -0.16600000000000001       0.84387100000000004        0.0000000000000000     
           2 -0.16400000000000001        2.0570149999999998        0.0000000000000000     
           2 -0.16200000000000001        1.8484540000000000        0.0000000000000000     
           2 -0.16000000000000000       0.85375299999999998        0.0000000000000000     
           2 -0.15800000000000000        1.4133770000000001        0.0000000000000000     
           2 -0.15600000000000000        1.0922680000000000        0.0000000000000000     
           2 -0.15400000000000000       0.57673900000000000        0.0000000000000000     
           2 -0.15200000000000000        1.5091370000000000        0.0000000000000000     
           2 -0.14999999999999999        2.0105309999999998        1.4248000000000000E-002
           2 -0.14799999999999999        1.1934610000000001        1.4520999999999999E-002
           2 -0.14599999999999999       0.98459399999999997        1.4805000000000000E-002
           2 -0.14399999999999999        1.0044839999999999        1.5099000000000000E-002
           2 -0.14199999999999999        1.7802910000000001        1.5403999999999999E-002
           2 -0.14000000000000001        1.8286629999999999        1.5720000000000001E-002
           2 -0.13800000000000001        1.5158380000000000        1.6049000000000001E-002
           2 -0.13600000000000001       0.67319200000000001        1.6390999999999999E-002
           2 -0.13400000000000001        1.4497700000000000        1.6747000000000001E-002
           2 -0.13200000000000001       0.78712300000000002        1.7117000000000000E-002
           2 -0.13000000000000000       0.90549000000000002        1.7502000000000000E-002
           2 -0.12800000000000000        1.0737850000000000        1.7904000000000000E-002
           2 -0.12600000000000000       0.88048599999999999        1.8322999999999999E-002
           2 -0.12400000000000000        1.1643530000000000        1.8759999999999999E-002
           2 -0.12200000000000000       0.48744599999999999        1.9217000000000001E-002
           2 -0.12000000000000000       0.65269400000000000        1.9694000000000000E-002
           2 -0.11799999999999999       0.38163100000000000        2.0194000000000000E-002
           2 -0.11600000000000001       0.36749799999999999        2.0716999999999999E-002
           2 -0.11400000000000000       0.59352499999999997        2.1264999999999999E-002
           2 -0.11200000000000000       0.48018300000000003        2.1839000000000001E-002
           2 -0.11000000000000000       0.94843999999999995        2.2443000000000001E-002
           2 -0.10800000000000000       0.44613300000000000        2.3077000000000000E-002
           2 -0.10600000000000000       0.32826899999999998        2.3744000000000001E-002
           2 -0.10400000000000000       0.42215200000000003        2.4445999999999999E-002
           2 -0.10199999999999999       0.53388800000000003        2.5186000000000000E-002
           2 -0.10000000000000001       0.41515999999999997        2.5967000000000000E-002
           2  -9.8000000000000004E-002  0.35568000000000000        2.6792000000000000E-002
           2  -9.6000000000000002E-002  0.28055000000000002        2.7664000000000001E-002
           2  -9.4000000000000000E-002  0.40777000000000002        2.8587999999999999E-002
           2  -9.1999999999999998E-002  0.33014900000000003        2.9568000000000001E-002
           2  -8.9999999999999997E-002  0.49349900000000002        3.0608000000000000E-002
           2  -8.7999999999999995E-002  0.30723200000000001        3.1713999999999999E-002
           2  -8.5999999999999993E-002  0.42317500000000002        3.2891999999999998E-002
           2  -8.4000000000000005E-002  0.29504900000000001        3.4147999999999998E-002
           2  -8.2000000000000003E-002  0.24598999999999999        3.5490000000000001E-002
           2  -8.0000000000000002E-002  0.37580200000000002        3.6926000000000000E-002
           2  -7.8000000000000000E-002  0.37778299999999998        3.8463999999999998E-002
           2  -7.5999999999999998E-002  0.26672800000000002        4.0117000000000000E-002
           2  -7.3999999999999996E-002  0.22655000000000000        4.1895000000000002E-002
           2  -7.1999999999999995E-002  0.26560800000000001        4.3811999999999997E-002
           2  -7.0000000000000007E-002  0.45100299999999999        4.5883000000000000E-002
           2  -6.8000000000000005E-002  0.35288700000000001        4.8126000000000002E-002
           2  -6.6000000000000003E-002  0.37287199999999998        5.0561000000000002E-002
           2  -6.4000000000000001E-002  0.49821199999999999        5.3211000000000001E-002
           2  -6.2000000000000000E-002  0.35726300000000000        5.6101999999999999E-002
           2  -5.9999999999999998E-002  0.27396399999999999        5.9265999999999999E-002
           2  -5.8000000000000003E-002  0.32701100000000000        6.2739000000000003E-002
           2  -5.6000000000000001E-002  0.28942000000000001        6.6563999999999998E-002
           2  -5.3999999999999999E-002  0.54979500000000003        7.0789000000000005E-002
           2  -5.1999999999999998E-002  0.33847100000000002        7.5476000000000001E-002
           2  -5.0000000000000003E-002  0.33602100000000001        8.0694000000000002E-002
           2  -4.8000000000000001E-002  0.36362899999999998        8.6529999999999996E-002
           2  -4.5999999999999999E-002  0.39378299999999999        9.3085000000000001E-002
           2  -4.3999999999999997E-002  0.37187300000000001       0.10048799999999999     
           2  -4.2000000000000003E-002  0.31357200000000002       0.10889300000000000     
           2  -4.0000000000000001E-002  0.29546099999999997       0.11849000000000000     
           2  -3.7999999999999999E-002  0.31771100000000002       0.12952300000000000     
           2  -3.5999999999999997E-002  0.32427600000000001       0.14229000000000000     
           2  -3.4000000000000002E-002  0.39301500000000000       0.15718399999999999     
           2  -3.2000000000000001E-002  0.53410400000000002       0.17470500000000000     
           2  -2.9999999999999999E-002  0.54784299999999997       0.19552200000000000     
           2  -2.8000000000000001E-002  0.58910899999999999       0.22052099999999999     
           2  -2.5999999999999999E-002  0.61038999999999999       0.25091100000000000     
           2  -2.4000000000000000E-002  0.61607800000000001       0.28836699999999998     
           2  -2.1999999999999999E-002  0.65614700000000004       0.33528000000000002     
           2  -2.0000000000000000E-002  0.76883599999999996       0.39514500000000002     
           2  -1.7999999999999999E-002  0.94589599999999996       0.47317900000000002     
           2  -1.6000000000000000E-002   1.2775650000000001       0.57757999999999998     
           2  -1.4000000000000000E-002   1.7165900000000001       0.72151799999999999     
           2  -1.2000000000000000E-002   2.1679979999999999       0.92736300000000005     
           2  -1.0000000000000000E-002   2.6642440000000001        1.2350639999999999     
           2  -8.0000000000000002E-003   3.5222479999999998        1.7204090000000001     
           2  -6.0000000000000001E-003   4.9448559999999997        2.5381840000000002     
           2  -4.0000000000000001E-003   6.5010289999999999        3.9887700000000001     
           2  -2.0000000000000000E-003   8.1359750000000002        6.4811769999999997     
           2   0.0000000000000000        8.5150410000000001        9.4069129999999994     
           2   2.0000000000000000E-003   6.2754849999999998        9.7194029999999998     
           2   4.0000000000000001E-003   3.8985970000000001        7.4783860000000004     
           2   6.0000000000000001E-003   2.4617260000000001        5.4403110000000003     
           2   8.0000000000000002E-003   1.6542740000000000        3.7482329999999999     
           2   1.0000000000000000E-002   1.1777510000000000        2.8782670000000001     
           2   1.2000000000000000E-002  0.87859900000000002        2.4534310000000001     
           2   1.4000000000000000E-002  0.68036700000000006        2.1240830000000002     
           2   1.6000000000000000E-002  0.54279400000000000        1.6619569999999999     
           2   1.7999999999999999E-002  0.44356699999999999        1.3460060000000000     
           2   2.0000000000000000E-002  0.36974299999999999        1.0174930000000000     
           2   2.1999999999999999E-002  0.31334600000000001       0.91801999999999995     
           2   2.4000000000000000E-002  0.26928800000000003       0.73720399999999997     
           2   2.5999999999999999E-002  0.23420600000000000       0.68866700000000003     
           2   2.8000000000000001E-002  0.20580100000000001       0.69614600000000004     
           2   2.9999999999999999E-002  0.18247400000000000       0.87316300000000002     
           2   3.2000000000000001E-002  0.16307600000000000       0.75131899999999996     
           2   3.4000000000000002E-002  0.14676800000000001       0.75119700000000000     
           2   3.5999999999999997E-002  0.13292100000000001       0.42456600000000000     
           2   3.7999999999999999E-002  0.12106100000000000       0.37303599999999998     
           2   4.0000000000000001E-002  0.11081900000000000       0.47134900000000002     
           2   4.2000000000000003E-002  0.10191500000000001       0.36317500000000003     
           2   4.3999999999999997E-002   9.4118999999999994E-002  0.44746300000000000     
           2   4.5999999999999999E-002   8.7252999999999997E-002  0.53880300000000003     
           2   4.8000000000000001E-002   8.1171999999999994E-002  0.27857399999999999     
           2   5.0000000000000003E-002   7.5759999999999994E-002  0.27426400000000001     
           2   5.1999999999999998E-002   7.0917999999999995E-002  0.57536600000000004     
           2   5.3999999999999999E-002   6.6569000000000003E-002  0.29251100000000002     
           2   5.6000000000000001E-002   6.2646999999999994E-002  0.28752800000000001     
           2   5.8000000000000003E-002   5.9096999999999997E-002  0.32731300000000002     
           2   5.9999999999999998E-002   5.5870999999999997E-002  0.34291500000000003     
           2   6.2000000000000000E-002   5.2930999999999999E-002  0.39785999999999999     
           2   6.4000000000000001E-002   5.0243000000000003E-002  0.44173400000000002     
           2   6.6000000000000003E-002   4.7777000000000000E-002  0.45296700000000001     
           2   6.8000000000000005E-002   4.5511000000000003E-002  0.48912499999999998     
           2   7.0000000000000007E-002   4.3421000000000001E-002  0.57626699999999997     
           2   7.1999999999999995E-002   4.1489999999999999E-002  0.47519200000000000     
           2   7.3999999999999996E-002   3.9701000000000000E-002  0.27162399999999998     
           2   7.5999999999999998E-002   3.8039999999999997E-002  0.56751499999999999     
           2   7.8000000000000000E-002   3.6496000000000001E-002  0.24259500000000001     
           2   8.0000000000000002E-002   3.5055999999999997E-002  0.26840300000000000     
           2   8.2000000000000003E-002   3.3711999999999999E-002  0.24082000000000001     
           2   8.4000000000000005E-002   3.2453999999999997E-002  0.31299399999999999     
           2   8.5999999999999993E-002   3.1275999999999998E-002  0.14569299999999999     
           2   8.7999999999999995E-002   3.0169999999999999E-002  0.40157900000000002     
           2   8.9999999999999997E-002   2.9130000000000000E-002  0.36208499999999999     
           2   9.1999999999999998E-002   2.8150999999999999E-002  0.14501800000000001     
           2   9.4000000000000000E-002   2.7227999999999999E-002  0.32840399999999997     
           2   9.6000000000000002E-002   2.6356999999999998E-002  0.25732100000000002     
           2   9.8000000000000004E-002   2.5533000000000000E-002  0.17211399999999999     
           2  0.10000000000000001        2.4754000000000002E-002  0.33170100000000002     
           2  0.10199999999999999        2.4015000000000002E-002  0.20637700000000000     
           2  0.10400000000000000        2.3314000000000001E-002  0.20848200000000000     
           2  0.10600000000000000        2.2648000000000001E-002  0.24373100000000000     
           2  0.10800000000000000        2.2015000000000000E-002  0.27318199999999998     
           2  0.11000000000000000        2.1413000000000001E-002  0.46677500000000000     
           2  0.11200000000000000        2.0839000000000000E-002  0.41351500000000002     
           2  0.11400000000000000        2.0291000000000000E-002  0.23934900000000001     
           2  0.11600000000000001        1.9768999999999998E-002  0.25044200000000000     
           2  0.11799999999999999        1.9269000000000001E-002  0.35709400000000002     
           2  0.12000000000000000        1.8792000000000000E-002  0.52323200000000003     
           2  0.12200000000000000        1.8335000000000001E-002  0.41009600000000002     
           2  0.12400000000000000        1.7897000000000000E-002  0.36487799999999998     
           2  0.12600000000000000        1.7478000000000000E-002  0.41357300000000002     
           2  0.12800000000000000        1.7076000000000001E-002  0.72222500000000001     
           2  0.13000000000000000        1.6688999999999999E-002  0.44302500000000000     
           2  0.13200000000000001        1.6317999999999999E-002  0.56146700000000005     
           2  0.13400000000000001        1.5962000000000000E-002  0.42833199999999999     
           2  0.13600000000000001        1.5618999999999999E-002  0.79697300000000004     
           2  0.13800000000000001        1.5289000000000001E-002  0.72264600000000001     
           2  0.14000000000000001        1.4971000000000000E-002  0.43947500000000000     
           2  0.14199999999999999        1.4664000000000000E-002   1.2069559999999999     
           2  0.14399999999999999        1.4369000000000000E-002   1.0092660000000000     
           2  0.14599999999999999        1.4083000000000000E-002   1.4263330000000001     
           2  0.14799999999999999        1.3808000000000001E-002   1.0010310000000000     
           2  0.14999999999999999        1.3542000000000000E-002  0.85322699999999996     
           2  0.15200000000000000        0.0000000000000000        2.0275259999999999     
           2  0.15400000000000000        0.0000000000000000       0.61951599999999996     
           2  0.15600000000000000        0.0000000000000000        1.8274090000000001     
           2  0.15800000000000000        0.0000000000000000       0.53430699999999998     
           2  0.16000000000000000        0.0000000000000000        1.0871139999999999     
           2  0.16200000000000001        0.0000000000000000       0.55252000000000001     
           2  0.16400000000000001        0.0000000000000000       0.64602000000000004     
           2  0.16600000000000001        0.0000000000000000       0.59113400000000005     
           2  0.16800000000000001        0.0000000000000000       0.34737200000000001     
           2  0.17000000000000001        0.0000000000000000       0.57149300000000003     
           2  0.17199999999999999        0.0000000000000000       0.53449700000000000     
           2  0.17399999999999999        0.0000000000000000       0.55344199999999999     
           2  0.17599999999999999        0.0000000000000000       0.49667800000000001     
           2  0.17799999999999999        0.0000000000000000       0.96870000000000001     
           2  0.17999999999999999        0.0000000000000000       0.51139900000000005     
           2  0.18200000000000000        0.0000000000000000       0.49565999999999999     
           2  0.18400000000000000        0.0000000000000000       0.44930799999999999     
           2  0.18600000000000000        0.0000000000000000       0.41693799999999998     
           2  0.18800000000000000        0.0000000000000000        1.2278659999999999     
           2  0.19000000000000000        0.0000000000000000       0.52145699999999995     
           2  0.19200000000000000        0.0000000000000000       0.58106599999999997     
           2  0.19400000000000001        0.0000000000000000       0.67317400000000005     
           2  0.19600000000000001        0.0000000000000000        1.5377369999999999     
           2  0.19800000000000001        0.0000000000000000       0.49026700000000001     
           2  0.20000000000000001        0.0000000000000000       0.44381999999999999     

