# string order
# two-orbital Hubbard model
# t=0.5 L=60 Jh=U/4 x=0.1
# distance, ostring order

# U/W=0.3
 2  0.044212
 3  0.043159
 4  0.033403
 5  0.031286
 6  0.02953
 7  0.025088
 8  0.027227
 9  0.021139
 10  0.024943
 11  0.018983
 12  0.022496
 13  0.018487
 14  0.020009
 15  0.018949
 16  0.017539
 17  0.019329
 18  0.01531
 19  0.018999
 20  0.013946
 21  0.018088
 22  0.013997
 23  0.01689
 24  0.015099
 25  0.015354
 26  0.016229
 27  0.013565
 28  0.016644
 29  0.01215
 30  0.016356
 31  0.011923
 32  0.015727
 33  0.013012
 34  0.014794
 35  0.014585
 36  0.013417
 37  0.015629
 38  0.011912
 39  0.015813
 40  0.011161
 41  0.015472
 42  0.011798
 43  0.014865
 44  0.01339
 45  0.013788
 46  0.014863
 47  0.012259
 48  0.015515
 49  0.010983
 50  0.015465
 51  0.010917
 52  0.015129
 53  0.012294
 54  0.014475
 55  0.014274
 56  0.013201
 57  0.015738
 58  0.011534
 59  0.016294
 60  0.010571
 61  0.016394

# U/W=0.7
 2  0.086519
 3  0.076116
 4  0.056159
 5  0.050254
 6  0.046324
 7  0.040867
 8  0.04461
 9  0.037664
 10  0.043012
 11  0.034791
 12  0.038055
 13  0.031392
 14  0.031744
 15  0.029786
 16  0.027541
 17  0.030693
 18  0.025904
 19  0.031388
 20  0.024897
 21  0.029464
 22  0.023648
 23  0.025716
 24  0.023263
 25  0.022431
 26  0.024432
 27  0.020812
 28  0.025818
 29  0.02022
 30  0.025537
 31  0.019808
 32  0.023341
 33  0.019948
 34  0.02069
 35  0.021326
 36  0.019057
 37  0.023272
 38  0.018399
 39  0.02397
 40  0.018044
 41  0.022611
 42  0.018117
 43  0.02025
 44  0.019221
 45  0.01818
 46  0.021026
 47  0.016887
 48  0.022175
 49  0.016231
 50  0.021741
 51  0.016236
 52  0.020073
 53  0.017326
 54  0.018074
 55  0.019339
 56  0.0163
 57  0.021044
 58  0.01486
 59  0.021257
 60  0.014212
 61  0.020195

# U/W=1.0
 2  0.12728
 3  0.105857
 4  0.08159
 5  0.070396
 6  0.065478
 7  0.061679
 8  0.067052
 9  0.065337
 10  0.070765
 11  0.065682
 12  0.065243
 13  0.05799
 14  0.054132
 15  0.0511
 16  0.049024
 17  0.053075
 18  0.053034
 19  0.059294
 20  0.057264
 21  0.059411
 22  0.05421
 23  0.051934
 24  0.048191
 25  0.046003
 26  0.048242
 27  0.04832
 28  0.054486
 29  0.053882
 30  0.057821
 31  0.053811
 32  0.05301
 33  0.048322
 34  0.046079
 35  0.046127
 36  0.045951
 37  0.051478
 38  0.051707
 39  0.057162
 40  0.054245
 41  0.055062
 42  0.049779
 43  0.047413
 44  0.044918
 45  0.043373
 46  0.046815
 47  0.04669
 48  0.052896
 49  0.051011
 50  0.054391
 51  0.049227
 52  0.048291
 53  0.043467
 54  0.041297
 55  0.041895
 56  0.040819
 57  0.046809
 58  0.044921
 59  0.050979
 60  0.045437
 61  0.047381

# U/W=1.3
 2  0.172775
 3  0.141142
 4  0.11396
 5  0.09801
 6  0.091492
 7  0.089604
 8  0.096146
 9  0.100404
 10  0.106678
 11  0.105738
 12  0.102961
 13  0.095315
 14  0.087908
 15  0.082709
 16  0.080567
 17  0.084403
 18  0.088949
 19  0.096298
 20  0.099196
 21  0.100391
 22  0.096144
 23  0.090517
 24  0.084538
 25  0.080575
 26  0.08141
 27  0.084448
 28  0.091366
 29  0.095974
 30  0.099864
 31  0.098319
 32  0.094605
 33  0.088334
 34  0.082964
 35  0.080736
 36  0.081382
 37  0.086831
 38  0.091866
 39  0.097992
 40  0.09907
 41  0.098118
 42  0.09251
 43  0.086562
 44  0.081537
 45  0.079197
 46  0.082014
 47  0.086039
 48  0.093403
 49  0.09657
 50  0.098955
 51  0.094711
 52  0.089522
 53  0.081928
 54  0.076749
 55  0.075672
 56  0.077213
 57  0.08456
 58  0.088506
 59  0.0949
 60  0.091619
 61  0.089203

# U/W=1.8
 2  0.207291
 3  0.168785
 4  0.138926
 5  0.120018
 6  0.112132
 7  0.111695
 8  0.11966
 9  0.128024
 10  0.135941
 11  0.137403
 12  0.133678
 13  0.124947
 14  0.115033
 15  0.107849
 16  0.105263
 17  0.109327
 18  0.116543
 19  0.125584
 20  0.131139
 21  0.132425
 22  0.127945
 23  0.120204
 24  0.112145
 25  0.106702
 26  0.106801
 27  0.111336
 28  0.119599
 29  0.127017
 30  0.131752
 31  0.130967
 32  0.125721
 33  0.117706
 34  0.110244
 35  0.106557
 36  0.107601
 37  0.113877
 38  0.121685
 39  0.129186
 40  0.132058
 41  0.130296
 42  0.123605
 43  0.11521
 44  0.108275
 45  0.105222
 46  0.108207
 47  0.114733
 48  0.123829
 49  0.129869
 50  0.132253
 51  0.127942
 52  0.120028
 53  0.110171
 54  0.102863
 55  0.101028
 56  0.104403
 57  0.113644
 58  0.121648
 59  0.129034
 60  0.127073
 61  0.121681

# U/W=2.3
 2  0.22509
 3  0.181984
 4  0.148645
 5  0.127107
 6  0.117571
 7  0.118093
 8  0.127824
 9  0.139644
 10  0.149955
 11  0.153305
 12  0.149292
 13  0.139086
 14  0.12677
 15  0.11734
 16  0.113914
 17  0.118336
 18  0.127712
 19  0.139023
 20  0.146889
 21  0.148914
 22  0.143943
 23  0.13428
 24  0.123845
 25  0.116571
 26  0.115859
 27  0.12137
 28  0.131386
 29  0.141248
 30  0.147477
 31  0.147191
 32  0.1408
 33  0.130745
 34  0.121041
 35  0.11581
 36  0.116847
 37  0.124248
 38  0.134456
 39  0.143994
 40  0.148383
 41  0.146383
 42  0.138302
 43  0.127541
 44  0.118419
 45  0.114332
 46  0.117663
 47  0.126305
 48  0.137781
 49  0.146334
 50  0.149477
 51  0.144712
 52  0.134529
 53  0.1221
 54  0.112665
 55  0.11016
 56  0.115038
 57  0.126796
 58  0.138333
 59  0.147654
 60  0.146544
 61  0.139248

# U/W=3.2
 2  0.229626
 3  0.182661
 4  0.145222
 5  0.120357
 6  0.108908
 7  0.111292
 8  0.124643
 9  0.142245
 10  0.157101
 11  0.163439
 12  0.159093
 13  0.146014
 14  0.129356
 15  0.115757
 16  0.11039
 17  0.115251
 18  0.128053
 19  0.143571
 20  0.155556
 21  0.159382
 22  0.153656
 23  0.14075
 24  0.125863
 25  0.114966
 26  0.112439
 27  0.119242
 28  0.132557
 29  0.146972
 30  0.156707
 31  0.157887
 32  0.150054
 33  0.136317
 34  0.122211
 35  0.113466
 36  0.113674
 37  0.12289
 38  0.137228
 39  0.151018
 40  0.158608
 41  0.156956
 42  0.146569
 43  0.131469
 44  0.117789
 45  0.111056
 46  0.114315
 47  0.126296
 48  0.142253
 49  0.155658
 50  0.16109
 51  0.156122
 52  0.142371
 53  0.125152
 54  0.11129
 55  0.106852
 56  0.113641
 57  0.129899
 58  0.147954
 59  0.161875
 60  0.163397
 61  0.154131

# U/W=5.7
 2  0.221876
 3  0.15558
 4  0.095186
 5  0.059246
 6  0.047807
 7  0.062396
 8  0.099141
 9  0.148053
 10  0.184544
 11  0.19514
 12  0.176209
 13  0.135451
 14  0.091715
 15  0.06238
 16  0.05601
 17  0.073703
 18  0.110599
 19  0.153187
 20  0.183552
 21  0.188888
 22  0.166828
 23  0.126764
 24  0.086511
 25  0.06182
 26  0.059998
 27  0.081396
 28  0.11944
 29  0.159864
 30  0.185535
 31  0.185459
 32  0.159297
 33  0.118208
 34  0.080296
 35  0.059801
 36  0.062675
 37  0.088092
 38  0.128034
 39  0.167049
 40  0.188395
 41  0.182764
 42  0.151853
 43  0.109022
 44  0.072971
 45  0.056676
 46  0.064411
 47  0.094259
 48  0.136862
 49  0.175226
 50  0.192541
 51  0.180514
 52  0.143987
 53  0.096785
 54  0.06197
 55  0.05109
 56  0.063488
 57  0.098453
 58  0.145914
 59  0.187247
 60  0.197675
 61  0.180393
