#L  W=0.5    #W=1.0   #W=1.5   #W=2.0   #W=2.5   #W=3.0   #W=3.5    #W=4.0
14  5.34648  3.19417  1.73435  0.89210  0.43986  0.19040  
16  9.10911  5.24533  2.73352  1.27087  0.53415  0.20282  
18  16.217   9.35921  4.90934  2.34382  1.06143  0.41058  
20  37.767   22.856   12.7495  6.46819  3.09404  1.68579  1.02509  0.72031
24  140.5    84.39    47.0107  23.4753  11.6646  6.05514  3.81358  2.70495
28  531.086  312.752  174.161  87.0003  43.1121  22.4405  14.1297  10.0247
