# orbitally-resolved electron density of the two-orbital Hubbard-Kanamori model
# t00=0.5 U=16 Jh=U/4 L=60
# t11/t00, gamma=0 n=1.33, , gamma=1 n=1.33, gamma=0 n=1.50, gamma=1 n=1.50, gamma=0 n=1.80, gamma=1 n=1.80, 

0.20  1.33333   1.00000  1.50000   1.00000  1.80000   1.00000
0.40  1.33333   1.00000  1.50000   1.00000  1.70001   1.09999
0.50  1.33333   1.00000  1.50000   1.00000  1.63334   1.16666
0.60  1.33333   1.00000  1.50000   1.00000  1.56667   1.23333
0.80  1.33333   1.00000  1.50000   1.00000  1.50000   1.30000
0.90  1.33333   1.00000  1.40000   1.10000  1.46667   1.33333
1.00  1.33333   1.00000  1.31667   1.18333  1.45000   1.35000
